판매ID,날짜,채널명,거래처명,대분류,중분류,제품명,색상,원가,단가,수량,할인율,매출금액,매출원가,매출이익
18,2016-01-29,매장,동광통상,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","261,299",5,0.00%,"1,306,495","1,290,900","15,595"
19,2016-02-01,매장,오성통상,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",9,10.00%,"17,195,760","4,648,104","12,547,656"
20,2016-02-04,매장,미림 백화점,컴퓨터,컴퓨터 액세서리,배터리 충전기 - 자전거 E200,Black,"12,180","23,880",1,10.00%,"23,880","12,180","11,700"
21,2016-02-07,매장,삼화상사,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",16,10.00%,"19,200,000","6,361,344","12,838,656"
22,2016-02-07,매장,태강교역,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"100,944","191,988",2,10.00%,"383,976","201,888","182,088"
23,2016-02-08,매장,월드링크,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Silver,"196,800","429,600",2,10.00%,"859,200","393,600","465,600"
24,2016-02-08,매장,신영상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",5,10.00%,"9,553,200","3,165,180","6,388,020"
25,2016-02-10,매장,서주무역,컴퓨터,랩탑,노트북19W M0196,Blue,"516,456","1,558,800",8,10.00%,"12,470,400","4,131,648","8,338,752"
26,2016-02-10,매장,진흥,컴퓨터,컴퓨터 액세서리,홈 / 사무실 노트북 전원 어댑터 E300,Black,"15,600","30,600",3,10.00%,"91,800","46,800","45,000"
27,2016-02-11,매장,베네디스,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"113,124","246,000",4,10.00%,"984,000","452,496","531,504"
28,2016-02-11,매장,미림상사,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",3,10.00%,"2,516,400","1,157,184","1,359,216"
29,2016-02-13,매장,협우상사,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",8,10.00%,"287,040","132,000","155,040"
30,2016-02-14,매장,금강,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",16,10.00%,"30,570,240","211,008","30,359,232"
31,2016-02-14,매장,대진상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","16,660",9,10.00%,"149,940","124,200","25,740"
32,2016-02-15,매장,양정물산,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",5,10.00%,"197,940","91,020","106,920"
33,2016-02-15,매장,우주전산,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",16,10.00%,"5,164,800","2,375,040","2,789,760"
34,2016-02-16,매장,세종물산,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Black,"196,800","429,600",3,10.00%,"1,288,800","590,400","698,400"
35,2016-02-18,매장,글로리아 백화정,음반 & 영화,영화 DVD,DVD 38 DVD 저장 바인더 E25,Black,"59,640","68,707",16,10.00%,"1,099,312","954,240","145,072"
36,2016-02-20,매장,동도교역,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",1,10.00%,"48,660","22,380","26,280"
37,2016-02-21,매장,알프스무역,컴퓨터,랩탑,노트북12 M2002,Red,"428,188","632,902",1,10.00%,"632,902","428,188","204,714"
38,2016-02-26,온라인,J마켓,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",5,10.00%,"2,999,940","2,361,840","638,100"
39,2016-02-26,매장,유미백화점,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",7,10.00%,"1,344,000","613,200","730,800"
40,2016-02-26,매장,한미전자,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",1,10.00%,"441,600","250,836","190,764"
41,2016-02-27,매장,혜성 백화점,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",3,10.00%,"500,400","255,132","245,268"
42,2016-02-27,온라인,태화상사,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",1,10.00%,"179,988","59,628","120,360"
43,2016-02-28,매장,동광통상,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / M508,Gold,"142,380","309,600",5,10.00%,"1,548,000","711,900","836,100"
44,2016-03-01,매장,삼화상사,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",10,20.00%,"1,668,000","850,440","817,560"
45,2016-03-01,매장,미림 백화점,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",1,20.00%,"441,600","250,836","190,764"
46,2016-03-02,매장,태강교역,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Green,"87,600","192,000",2,20.00%,"384,000","175,200","208,800"
47,2016-03-03,매장,혜성 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",2,10.00%,"3,821,280","22,008","3,799,272"
48,2016-03-03,매장,월드링크,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"78,924","154,800",2,20.00%,"309,600","157,848","151,752"
49,2016-03-07,매장,신영상사,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",5,20.00%,"2,208,000","1,254,180","953,820"
50,2016-03-10,매장,서주무역,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"158,180","260,975",8,20.00%,"2,087,800","1,265,440","822,360"
51,2016-03-11,매장,진흥,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",3,20.00%,"5,731,920","33,012","5,698,908"
52,2016-03-16,매장,미림상사,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",3,20.00%,"2,516,400","1,157,184","1,359,216"
53,2016-03-16,매장,금강,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",5,20.00%,"9,553,200","575,100","8,978,100"
54,2016-03-17,매장,한미전자,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",50,20.00%,"71,098,200","23,556,000","47,542,200"
55,2016-03-18,매장,베네디스,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"126,800","199,057",4,20.00%,"796,228","507,200","289,028"
56,2016-03-20,매장,협우상사,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",8,20.00%,"3,648,000","880,992","2,767,008"
57,2016-03-22,매장,대진상사,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"113,124","246,000",9,20.00%,"2,214,000","1,018,116","1,195,884"
58,2016-03-22,매장,금강,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"136,800","200,735",10,20.00%,"2,007,350","1,368,000","639,350"
59,2016-03-23,매장,우주전산,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",10,20.00%,"8,388,000","3,857,280","4,530,720"
60,2016-03-23,매장,양정물산,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",5,20.00%,"1,499,940","496,980","1,002,960"
61,2016-03-25,매장,세종물산,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",3,20.00%,"539,964","178,884","361,080"
62,2016-03-26,매장,동광통상,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",5,20.00%,"2,819,820","1,296,720","1,523,100"
63,2016-03-29,매장,글로리아 백화정,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",10,20.00%,"19,106,400","131,880","18,974,520"
64,2016-03-29,매장,미림 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",3,20.00%,"5,731,920","1,899,108","3,832,812"
65,2016-03-30,매장,동도교역,컴퓨터,랩탑,노트북19W M0196,Blue,"516,456","1,558,800",1,20.00%,"1,558,800","516,456","1,042,344"
66,2016-04-02,매장,유미백화점,컴퓨터,"프린터,스캐너,팩스",잉크젯 PDF 스캐너 M300,Black,"87,600","192,000",7,0.00%,"1,344,000","613,200","730,800"
67,2016-04-02,매장,알프스무역,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / M508,Gold,"142,380","309,600",1,0.00%,"309,600","142,380","167,220"
68,2016-04-03,매장,삼양상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Pink,"148,440","322,800",1,0.00%,"322,800","148,440","174,360"
69,2016-04-04,온라인,J마켓,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",9,0.00%,"17,195,760","1,035,180","16,160,580"
70,2016-04-04,매장,이화무역,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",1,0.00%,"159,588","11,004","148,584"
71,2016-04-04,매장,신세기상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",3,0.00%,"5,731,920","1,549,368","4,182,552"
72,2016-04-06,매장,언더우드상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",5,0.00%,"75,960","69,000","6,960"
73,2016-04-07,매장,우주전산,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",7,0.00%,"13,374,480","3,615,192","9,759,288"
74,2016-04-08,매장,세종물산,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",3,0.00%,"1,799,964","1,417,104","382,860"
75,2016-04-08,매장,한진무역,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"297,584","401,639",8,20.00%,"3,213,112","2,380,672","832,440"
76,2016-04-09,매장,샤론통상,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",1,0.00%,"322,800","148,440","174,360"
77,2016-04-09,매장,한진무역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",13,0.00%,"4,196,400","1,929,720","2,266,680"
78,2016-04-10,매장,신세기상사,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",2,0.00%,"431,976","36,576","395,400"
79,2016-04-10,매장,대한상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",2,0.00%,"3,821,280","1,266,072","2,555,208"
80,2016-04-11,온라인,J마켓,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",5,0.00%,"9,553,200","55,020","9,498,180"
81,2016-04-11,매장,신성무역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",2,0.00%,"3,821,280","230,040","3,591,240"
82,2016-04-11,매장,ABC상사,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"78,924","154,800",5,0.00%,"774,000","394,620","379,380"
83,2016-04-12,매장,협우상사,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",3,0.00%,"2,516,400","1,157,184","1,359,216"
84,2016-04-12,매장,ITM,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",8,0.00%,"287,040","132,000","155,040"
85,2016-04-12,온라인,k마켓,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",4,0.00%,"527,760","242,688","285,072"
86,2016-04-12,온라인,J마켓,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",3,0.00%,"5,731,920","345,060","5,386,860"
87,2016-04-13,매장,동도교역,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,White,"196,800","204,940",13,0.00%,"2,664,220","2,558,400","105,820"
88,2016-04-13,매장,태화상사,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",9,0.00%,"2,473,200","1,137,348","1,335,852"
89,2016-04-13,매장,동광통상,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Pink,"148,440","322,800",8,0.00%,"2,582,400","1,187,520","1,394,880"
90,2016-04-14,매장,알프스무역,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"20,940","45,540",13,0.00%,"592,020","272,220","319,800"
91,2016-04-14,매장,서주무역,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",8,20.00%,"1,055,520","485,376","570,144"
92,2016-04-15,매장,한미전자,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Black,"196,800","429,600",20,20.00%,"8,592,000","3,936,000","4,656,000"
93,2016-04-15,매장,유미백화점,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",5,0.00%,"75,960","69,000","6,960"
94,2016-04-16,매장,삼양상사,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",3,0.00%,"478,764","33,012","445,752"
95,2016-04-16,매장,이화무역,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"78,924","154,800",1,0.00%,"154,800","78,924","75,876"
96,2016-04-16,매장,신세기상사,TV & 비디오,TV,"32"" LCD HDTV M130",White,"397,584","599,988",13,0.00%,"7,799,844","5,168,592","2,631,252"
97,2016-04-17,매장,언더우드상사,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,White,"59,640","180,000",1,0.00%,"180,000","59,640","120,360"
98,2016-04-18,매장,샤론통상,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",1,0.00%,"1,910,640","115,020","1,795,620"
99,2016-04-18,매장,태성무역,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"100,944","191,988",7,0.00%,"1,343,916","706,608","637,308"
100,2016-04-19,매장,한진무역,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",3,0.00%,"1,799,964","1,417,104","382,860"
101,2016-04-19,매장,대한상사,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,Grey,"59,640","180,000",1,0.00%,"180,000","59,640","120,360"
102,2016-04-21,매장,한미전자,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,White,"59,640","180,000",9,0.00%,"1,620,000","536,760","1,083,240"
103,2016-04-21,매장,신성무역,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",5,0.00%,"1,374,000","631,860","742,140"
104,2016-04-21,매장,진흥,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",5,0.00%,"9,553,200","575,100","8,978,100"
105,2016-04-22,매장,유미백화점,휴대폰,스마트 폰,PDA GPS Phone 4.7 inch L950,Silver,"146,316","441,600",7,20.00%,"3,091,200","1,024,212","2,066,988"
106,2016-04-22,온라인,혜성 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",1,0.00%,"1,910,640","633,036","1,277,604"
107,2016-04-23,매장,대진상사,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,Grey,"59,640","180,000",4,0.00%,"720,000","238,560","481,440"
108,2016-04-24,매장,태화상사,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"397,584","403,147",13,0.00%,"5,240,911","5,168,592","72,319"
109,2016-04-24,매장,오성통상,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",2,0.00%,"2,400,000","795,168","1,604,832"
110,2016-04-24,매장,동광통상,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"78,924","154,800",2,0.00%,"309,600","157,848","151,752"
111,2016-04-25,매장,대진상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Pink,"148,440","322,800",9,0.00%,"2,905,200","1,335,960","1,569,240"
112,2016-04-26,매장,태강교역,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",3,0.00%,"1,691,892","778,032","913,860"
113,2016-04-29,매장,월드링크,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",3,0.00%,"118,764","54,612","64,152"
114,2016-04-30,매장,이화무역,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",1,0.00%,"1,319,988","607,020","712,968"
115,2016-04-30,매장,신세기상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",7,0.00%,"13,374,480","4,431,252","8,943,228"
116,2016-04-30,매장,신영상사,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,White,"59,640","215,988",4,0.00%,"863,952","238,560","625,392"
117,2016-05-03,매장,ITM,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Silver,"196,800","429,600",2,0.00%,"859,200","393,600","465,600"
118,2016-05-04,매장,한미전자,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"20,940","45,540",8,0.00%,"364,320","167,520","196,800"
119,2016-05-04,매장,서주무역,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",8,0.00%,"287,040","132,000","155,040"
120,2016-05-07,매장,서주무역,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"397,584","545,540",1,0.00%,"545,540","397,584","147,956"
121,2016-05-08,매장,양정물산,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",2,0.00%,"2,639,976","1,214,040","1,425,936"
122,2016-05-08,매장,알프스무역,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,Grey,"59,640","180,000",8,0.00%,"1,440,000","477,120","962,880"
123,2016-05-08,매장,진흥,휴대폰,스마트 폰,PDA GPS Phone 4.7 inch L950,Silver,"146,316","441,600",9,0.00%,"3,974,400","1,316,844","2,657,556"
124,2016-05-08,매장,미림상사,음반 & 영화,영화 DVD,DVD 38 DVD 저장 바인더 E25,Black,"59,640","71,988",1,0.00%,"71,988","59,640","12,348"
125,2016-05-09,매장,미림상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"13,188","1,910,640",13,0.00%,"24,838,320","171,444","24,666,876"
126,2016-05-09,매장,대한상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",7,0.00%,"13,374,480","805,140","12,569,340"
127,2016-05-12,매장,동광통상,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",3,0.00%,"5,731,920","1,899,108","3,832,812"
128,2016-05-12,매장,베네디스,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",13,0.00%,"632,580","290,940","341,640"
129,2016-05-12,매장,대한상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",1,0.00%,"1,910,640","633,036","1,277,604"
130,2016-05-12,매장,신성무역,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",1,0.00%,"131,940","60,672","71,268"
131,2016-05-13,매장,대진상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Pink,"148,440","322,800",3,0.00%,"968,400","445,320","523,080"
132,2016-05-13,매장,협우상사,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",5,0.00%,"899,940","298,140","601,800"
133,2016-05-15,매장,동광통상,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"397,584","407,021",8,0.00%,"3,256,168","3,180,672","75,496"
134,2016-05-15,매장,한미전자,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",2,0.00%,"97,320","44,760","52,560"
135,2016-05-16,매장,우주전산,컴퓨터,랩탑,노트북15.4W M0156,Black,"13,800","909,600",3,0.00%,"2,728,800","41,400","2,687,400"
136,2016-05-16,매장,대진상사,컴퓨터,랩탑,노트북12 M0120,Black,"18,288","459,540",7,0.00%,"3,216,780","128,016","3,088,764"
137,2016-05-16,매장,오성통상,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",3,0.00%,"647,964","54,864","593,100"
138,2016-05-16,매장,세종물산,카메라 & 캠코더,DSLR 카메라,"SLR Camera 35"" M358",Black,"397,584","401,594",5,0.00%,"2,007,970","1,987,920","20,050"
139,2016-05-16,매장,삼화상사,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Black,"16,500","45,540",1,0.00%,"45,540","16,500","29,040"
140,2016-05-17,매장,대진상사,컴퓨터,랩탑,노트북12 M0120,Black,"126,372","459,540",1,0.00%,"459,540","126,372","333,168"
141,2016-05-17,매장,삼양상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",2,0.00%,"645,600","296,880","348,720"
142,2016-05-17,매장,글로리아 백화정,카메라 & 캠코더,DSLR 카메라,"SLR Camera 35"" M358",Black,"16,500","393,600",9,0.00%,"3,542,400","148,500","3,393,900"
143,2016-05-17,매장,진흥,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",5,0.00%,"2,819,820","1,296,720","1,523,100"
144,2016-05-17,매장,이화무역,컴퓨터,랩탑,노트북12 M0120,Black,"126,372","459,540",8,0.00%,"3,676,320","1,010,976","2,665,344"
145,2016-05-17,매장,협우상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",1,0.00%,"1,910,640","516,456","1,394,184"
146,2016-05-18,매장,ABC상사,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Black,"16,500","45,540",10,0.00%,"455,400","165,000","290,400"
147,2016-05-18,매장,삼양상사,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / M508,Gold,"142,380","309,600",2,0.00%,"619,200","284,760","334,440"
148,2016-05-18,매장,글로리아 백화정,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",5,0.00%,"9,553,200","2,582,280","6,970,920"
149,2016-05-18,매장,신성무역,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","199,812",10,0.00%,"1,998,120","1,968,000","30,120"
150,2016-05-19,매장,유미백화점,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Black,"196,800","429,600",13,0.00%,"5,584,800","2,558,400","3,026,400"
151,2016-05-19,매장,우주전산,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",1,0.00%,"838,800","385,728","453,072"
152,2016-05-19,매장,신영상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","203,757",3,0.00%,"611,271","590,400","20,871"
153,2016-05-20,매장,한미전자,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Black,"16,500","45,540",7,0.00%,"318,780","115,500","203,280"
154,2016-05-20,매장,태성무역,컴퓨터,컴퓨터 액세서리,USB 2.0 도킹 스테이션 M800,Grey,"16,500","35,880",3,0.00%,"107,640","49,500","58,140"
155,2016-05-20,매장,미림상사,카메라 & 캠코더,DSLR 카메라,"SLR Camera 35"" M358",Black,"18,288","393,600",2,0.00%,"787,200","36,576","750,624"
156,2016-05-20,매장,이화무역,컴퓨터,랩탑,노트북15.4W M0156,Black,"13,800","909,600",8,0.00%,"7,276,800","110,400","7,166,400"
157,2016-05-20,매장,진흥,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",2,0.00%,"30,384","27,600","2,784"
158,2016-05-20,매장,이화무역,카메라 & 캠코더,DSLR 카메라,"SLR Camera 35"" M358",Black,"18,288","393,600",5,0.00%,"1,968,000","91,440","1,876,560"
159,2016-05-21,매장,한진무역,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",4,0.00%,"5,279,952","2,428,080","2,851,872"
160,2016-05-21,매장,언더우드상사,컴퓨터,랩탑,노트북15.4W M0156,Black,"196,800","909,600",4,0.00%,"3,638,400","787,200","2,851,200"
161,2016-05-22,매장,미림 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",1,0.00%,"1,910,640","633,036","1,277,604"
162,2016-05-23,대리점,가나전자,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,White,"196,800","206,122",1,0.00%,"206,122","196,800","9,322"
163,2016-05-23,매장,한진무역,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",8,0.00%,"1,439,904","477,024","962,880"
164,2016-05-23,매장,월드링크,컴퓨터,랩탑,노트북12 M0120,Black,"148,440","459,540",2,0.00%,"919,080","296,880","622,200"
