판매ID,날짜,채널명,거래처명,대분류,중분류,제품명,색상,원가,단가,수량,할인율,매출금액,매출원가,매출이익
1656,2019-02-22,매장,금강,휴대폰,스마트 폰,PDA Handheld 4.7 inch L650,Black,"154,656","466,800",16,10.00%,"7,468,800","2,474,496","4,994,304"
1657,2019-02-23,매장,우주전산,컴퓨터,랩탑,노트북15.4W M1548,White,"418,296","909,600",2,10.00%,"1,819,200","836,592","982,608"
1658,2019-02-25,매장,태화상사,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",1,10.00%,"166,800","85,044","81,756"
1659,2019-02-26,매장,동광통상,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",16,10.00%,"9,599,808","7,557,888","2,041,920"
1660,2019-02-28,매장,양정물산,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",2,10.00%,"599,976","198,792","401,184"
1661,2019-02-28,매장,오성통상,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,White,"59,640","215,988",9,10.00%,"1,943,892","536,760","1,407,132"
1662,2019-03-01,매장,세종물산,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",5,20.00%,"2,208,000","1,254,180","953,820"
1663,2019-03-02,매장,글로리아 백화정,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",8,20.00%,"2,582,400","1,187,520","1,394,880"
1664,2019-03-03,매장,동도교역,컴퓨터,랩탑,노트북12 M2002,Red,"250,836","441,600",3,20.00%,"1,324,800","752,508","572,292"
1665,2019-03-05,매장,태화상사,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",8,10.00%,"267,840","123,168","144,672"
1666,2019-03-05,매장,혜성 백화점,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",5,10.00%,"2,280,000","550,620","1,729,380"
1667,2019-03-07,매장,오성통상,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"158,180","264,736",3,10.00%,"794,208","474,540","319,668"
1668,2019-03-10,매장,미림 백화점,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",4,10.00%,"133,920","61,584","72,336"
1669,2019-03-11,매장,알프스무역,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",3,20.00%,"100,440","46,188","54,252"
1670,2019-03-11,매장,유미백화점,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",4,20.00%,"1,291,200","593,760","697,440"
1671,2019-03-15,매장,삼양상사,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",8,20.00%,"9,600,000","3,180,672","6,419,328"
1672,2019-03-16,매장,월드링크,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,White,"59,640","215,988",16,10.00%,"3,455,808","954,240","2,501,568"
1673,2019-03-17,매장,서주무역,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",5,10.00%,"7,109,820","2,355,600","4,754,220"
1674,2019-03-17,매장,신세기상사,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",9,20.00%,"2,699,892","894,564","1,805,328"
1675,2019-03-17,매장,이화무역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",50,20.00%,"95,532,000","25,822,800","69,709,200"
1676,2019-03-19,매장,진흥,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",3,10.00%,"4,265,892","1,413,360","2,852,532"
1677,2019-03-20,매장,언더우드상사,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"158,180","261,942",50,20.00%,"13,097,100","7,909,000","5,188,100"
1678,2019-03-22,매장,태성무역,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Black,"196,800","429,600",5,20.00%,"2,148,000","984,000","1,164,000"
1679,2019-03-22,매장,샤론통상,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",3,20.00%,"478,764","33,012","445,752"
1680,2019-03-24,매장,한진무역,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",50,20.00%,"8,999,400","2,981,400","6,018,000"
1681,2019-03-25,매장,대한상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",1,20.00%,"322,800","148,440","174,360"
1682,2019-03-26,매장,협우상사,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",1,10.00%,"456,000","110,124","345,876"
1683,2019-03-26,매장,신성무역,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",1,20.00%,"159,588","11,004","148,584"
1684,2019-03-26,매장,베네디스,TV & 비디오,TV,"26"" 720p LCD HDTV M140",White,"259,344","563,964",1,10.00%,"563,964","259,344","304,620"
1685,2019-03-28,매장,한미전자,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"551,280","1,198,800",1,20.00%,"1,198,800","551,280","647,520"
1686,2019-03-29,매장,대진상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",7,10.00%,"13,374,480","4,431,252","8,943,228"
1687,2019-03-30,매장,우주전산,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",3,10.00%,"647,964","54,864","593,100"
1688,2019-03-30,매장,금강,휴대폰,터치 스크린 폰,터치 스크린 폰 5-와이어 / M508,Gold,"142,380","309,600",1,10.00%,"309,600","142,380","167,220"
1689,2019-04-01,매장,세종물산,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","21,092",5,20.00%,"105,460","69,000","36,460"
1690,2019-04-01,매장,양정물산,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",20,20.00%,"16,776,000","7,714,560","9,061,440"
1691,2019-04-02,매장,글로리아 백화정,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",9,20.00%,"17,195,760","5,697,324","11,498,436"
1692,2019-04-03,매장,알프스무역,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",10,20.00%,"5,999,880","4,723,680","1,276,200"
1693,2019-04-03,매장,동도교역,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",20,20.00%,"24,000,000","7,951,680","16,048,320"
1694,2019-04-04,매장,혜성 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",3,0.00%,"5,731,920","345,060","5,386,860"
1695,2019-04-05,매장,삼양상사,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",2,20.00%,"1,677,600","771,456","906,144"
1696,2019-04-05,매장,신세기상사,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","362,163",5,20.00%,"1,810,815","1,290,900","519,915"
1697,2019-04-05,매장,유미백화점,오디오,블루투스 헤드폰,블루투스 액티브 헤드폰 E202,Silver,"317,584","404,976",2,20.00%,"809,952","635,168","174,784"
1698,2019-04-06,매장,이화무역,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",8,20.00%,"1,727,904","146,304","1,581,600"
1699,2019-04-07,매장,동광통상,휴대폰,스마트 폰,PDA Handheld 4.7 inch L650,Black,"154,656","466,800",5,0.00%,"2,334,000","773,280","1,560,720"
1700,2019-04-07,매장,태성무역,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",3,20.00%,"100,440","46,188","54,252"
1701,2019-04-08,매장,태성무역,컴퓨터,컴퓨터 액세서리,홈 / 사무실 노트북 전원 어댑터 E300,Black,"15,600","30,600",9,0.00%,"275,400","140,400","135,000"
1702,2019-04-08,매장,대한상사,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",9,20.00%,"4,104,000","991,116","3,112,884"
1703,2019-04-08,매장,오성통상,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,White,"196,800","201,158",9,0.00%,"1,810,422","1,771,200","39,222"
1704,2019-04-09,매장,ITM,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",5,20.00%,"834,000","425,220","408,780"
1705,2019-04-09,매장,ABC상사,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",10,20.00%,"2,159,880","182,880","1,977,000"
1706,2019-04-09,매장,신성무역,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"158,180","261,455",10,20.00%,"2,614,550","1,581,800","1,032,750"
1707,2019-04-10,매장,한미전자,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",7,20.00%,"1,117,116","77,028","1,040,088"
1708,2019-04-10,매장,동광통상,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",20,20.00%,"5,496,000","2,527,440","2,968,560"
1709,2019-04-10,매장,신영상사,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",3,20.00%,"647,964","54,864","593,100"
1710,2019-04-10,매장,언더우드상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","15,192",5,0.00%,"75,960","69,000","6,960"
1711,2019-04-11,매장,태화상사,컴퓨터,랩탑,노트북12 M0120,Black,"258,180","459,540",20,20.00%,"9,190,800","5,163,600","4,027,200"
1712,2019-04-11,매장,미림 백화점,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",20,20.00%,"16,776,000","7,714,560","9,061,440"
1713,2019-04-11,매장,ABC상사,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",9,0.00%,"2,473,200","1,137,348","1,335,852"
1714,2019-04-11,매장,혜성 백화점,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",3,20.00%,"1,368,000","330,372","1,037,628"
1715,2019-04-11,매장,동광통상,휴대폰,스마트 폰,Microsoft Windows Mobile M200,Grey,"126,372","274,800",5,20.00%,"1,374,000","631,860","742,140"
1716,2019-04-11,매장,오성통상,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"13,800","25,830",9,20.00%,"232,470","124,200","108,270"
1717,2019-04-11,매장,삼화상사,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"11,004","1,910,640",10,20.00%,"19,106,400","110,040","18,996,360"
1718,2019-04-12,매장,월드링크,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",2,20.00%,"1,677,600","771,456","906,144"
1719,2019-04-12,매장,삼화상사,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,Black,"397,584","405,921",14,0.00%,"5,682,894","5,566,176","116,718"
1720,2019-04-12,매장,태강교역,컴퓨터,랩탑,노트북13.3 M3000,Red,"110,124","456,000",2,20.00%,"912,000","220,248","691,752"
1721,2019-04-13,매장,월드링크,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Silver,"196,800","429,600",2,0.00%,"859,200","393,600","465,600"
1722,2019-04-13,매장,신영상사,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",5,20.00%,"4,194,000","1,928,640","2,265,360"
1723,2019-04-13,매장,태강교역,카메라 & 캠코더,캠코더,Social Videographer 1/3'' 8.5mm E200,Grey,"100,944","198,000",2,0.00%,"396,000","201,888","194,112"
1724,2019-04-14,매장,한미전자,오디오,MP4 & MP3,8GB 수퍼 슬림 MP3/Video Player M800,White,"60,672","131,940",1,0.00%,"131,940","60,672","71,268"
1725,2019-04-14,매장,진흥,컴퓨터,컴퓨터 액세서리,배터리 충전기 - 자전거 E200,Black,"12,180","23,880",3,20.00%,"71,640","36,540","35,100"
1726,2019-04-15,매장,미림상사,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"10,800","16,425",3,20.00%,"49,275","32,400","16,875"
1727,2019-04-16,매장,베네디스,TV & 비디오,TV,"32"" LCD HDTV M130",Silver,"472,368","599,988",4,20.00%,"2,399,952","1,889,472","510,480"
1728,2019-04-17,매장,서주무역,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,Silver,"18,288","215,988",8,0.00%,"1,727,904","146,304","1,581,600"
1729,2019-04-17,매장,대진상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",9,20.00%,"2,905,200","1,335,960","1,569,240"
1730,2019-04-17,매장,협우상사,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",8,20.00%,"389,280","179,040","210,240"
1731,2019-04-17,매장,신영상사,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",5,0.00%,"7,109,820","2,355,600","4,754,220"
1732,2019-04-18,매장,진흥,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",3,0.00%,"968,400","445,320","523,080"
1733,2019-04-19,매장,우주전산,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",10,20.00%,"8,388,000","3,857,280","4,530,720"
1734,2019-04-19,매장,금강,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",10,20.00%,"19,106,400","1,150,200","17,956,200"
1735,2019-04-21,매장,글로리아 백화정,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"158,180","266,311",10,20.00%,"2,663,110","1,581,800","1,081,310"
1736,2019-04-21,매장,알프스무역,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",20,20.00%,"16,776,000","7,714,560","9,061,440"
1737,2019-04-21,매장,동도교역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"115,020","1,910,640",20,20.00%,"38,212,800","2,300,400","35,912,400"
1738,2019-04-22,매장,신영상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Pink,"148,440","322,800",10,0.00%,"3,228,000","1,484,400","1,743,600"
1739,2019-04-22,매장,베네디스,휴대폰,스마트 폰,PDA GPS Phone 4.7 inch L950,Silver,"146,316","441,600",3,0.00%,"1,324,800","438,948","885,852"
1740,2019-04-22,매장,베네디스,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",4,0.00%,"1,291,200","593,760","697,440"
1741,2019-04-23,매장,삼양상사,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",20,20.00%,"973,200","447,600","525,600"
1742,2019-04-23,매장,신세기상사,컴퓨터,컴퓨터 액세서리,블루투스 노트북 마우스 X305,Grey,"59,640","180,000",3,20.00%,"540,000","178,920","361,080"
1743,2019-04-24,매장,이화무역,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",20,20.00%,"16,776,000","7,714,560","9,061,440"
1744,2019-04-25,매장,샤론통상,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",20,20.00%,"669,600","307,920","361,680"
1745,2019-04-25,매장,서주무역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Pink,"148,440","322,800",5,0.00%,"1,614,000","742,200","871,800"
1746,2019-04-25,매장,태성무역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",9,20.00%,"2,905,200","1,335,960","1,569,240"
1747,2019-04-25,매장,미림 백화점,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",5,0.00%,"167,400","76,980","90,420"
1748,2019-04-26,매장,한진무역,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",10,20.00%,"2,999,880","993,960","2,005,920"
1749,2019-04-26,매장,우주전산,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"258,180","261,901",14,0.00%,"3,666,614","3,614,520","52,094"
1750,2019-04-26,매장,금강,휴대폰,사무용 및 가정용 전화기,디지털 무선 확장 휴대폰 전화 M900,White,"18,204","39,588",14,0.00%,"554,232","254,856","299,376"
1751,2019-04-27,매장,양정물산,휴대폰,스마트 폰,스마트 폰 E100(카메라없음),Pink,"78,924","154,800",5,0.00%,"774,000","394,620","379,380"
1752,2019-04-27,매장,신성무역,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",2,20.00%,"3,821,280","1,266,072","2,555,208"
1753,2019-04-27,매장,대한상사,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",2,20.00%,"1,677,600","771,456","906,144"
1754,2019-04-28,매장,한미전자,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",14,0.00%,"4,519,200","2,078,160","2,441,040"
1755,2019-04-28,매장,세종물산,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"516,456","1,910,640",3,0.00%,"5,731,920","1,549,368","4,182,552"
1756,2019-04-29,매장,ABC상사,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,White,"59,640","215,988",5,20.00%,"1,079,940","298,200","781,740"
1757,2019-04-30,온라인,J마켓,TV & 비디오,TV,"37"" 1080p LCD HDTV M150W",White,"607,020","1,319,988",3,20.00%,"3,959,964","1,821,060","2,138,904"
1758,2019-04-30,매장,ITM,컴퓨터,컴퓨터 액세서리,대용량 배터리 M800,Grey,"15,396","33,480",8,20.00%,"267,840","123,168","144,672"
1759,2019-05-01,매장,한미전자,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",9,0.00%,"1,501,200","765,396","735,804"
1760,2019-05-01,매장,태화상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",5,0.00%,"1,614,000","742,200","871,800"
1761,2019-05-01,매장,동광통상,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",8,0.00%,"2,399,904","795,168","1,604,736"
1762,2019-05-01,매장,한미전자,음반 & 영화,영화 DVD,DVD 55 DVD 저장 바인더 M56,Black,"196,800","199,889",10,0.00%,"1,998,890","1,968,000","30,890"
1763,2019-05-01,매장,혜성 백화점,TV & 비디오,TV,"52"" LCD HDTV X790W",White,"633,036","1,910,640",10,0.00%,"19,106,400","6,330,360","12,776,040"
1764,2019-05-02,매장,동광통상,음반 & 영화,영화 DVD,DVD 38 DVD 저장 바인더 E25,Black,"59,640","67,856",3,0.00%,"203,568","178,920","24,648"
1765,2019-05-02,매장,태화상사,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",1,0.00%,"322,800","148,440","174,360"
1766,2019-05-02,매장,혜성 백화점,오디오,블루투스 헤드폰,차세대 스테레오 블루투스 헤드폰 M370,Yellow,"11,004","159,588",1,0.00%,"159,588","11,004","148,584"
1767,2019-05-03,매장,월드링크,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 X250,Silver,"99,396","299,988",1,0.00%,"299,988","99,396","200,592"
1768,2019-05-03,매장,태강교역,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,Gold,"148,440","322,800",7,0.00%,"2,259,600","1,039,080","1,220,520"
1769,2019-05-03,매장,오성통상,카메라 & 캠코더,디지털 카메라,"SLR Camera 35"" M358",Silver,"196,800","429,600",10,0.00%,"4,296,000","1,968,000","2,328,000"
1770,2019-05-03,매장,삼화상사,TV & 비디오,TV,"40"" LCD HDTV M690",White,"471,120","1,421,964",1,0.00%,"1,421,964","471,120","950,844"
1771,2019-05-03,매장,미림 백화점,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",1,0.00%,"179,988","59,628","120,360"
1772,2019-05-03,매장,신영상사,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",3,0.00%,"500,400","255,132","245,268"
1773,2019-05-04,매장,베네디스,휴대폰,스마트 폰,8G 메모리 스마트 폰 M400,White,"148,440","322,800",1,0.00%,"322,800","148,440","174,360"
1774,2019-05-04,매장,미림상사,오디오,블루투스 헤드폰,무선 송신기와 블루투스 헤드폰 M150,Red,"59,628","179,988",9,0.00%,"1,619,892","536,652","1,083,240"
1775,2019-05-04,매장,협우상사,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",10,0.00%,"1,668,000","850,440","817,560"
1776,2019-05-04,매장,진흥,음반 & 영화,영화 DVD,DVD 9 인치 플레이어 휴대용 M300,White,"196,800","202,850",5,0.00%,"1,014,250","984,000","30,250"
1777,2019-05-05,매장,대진상사,음반 & 영화,영화 DVD,DVD 12인치 플레이어 휴대용 M400,White,"59,640","215,988",2,0.00%,"431,976","119,280","312,696"
1778,2019-05-05,매장,금강,오디오,블루투스 헤드폰,무선 블루투스 스테레오 헤드폰 E302,White,"22,380","48,660",2,0.00%,"97,320","44,760","52,560"
1779,2019-05-06,매장,양정물산,컴퓨터,프로젝트 & 스크린,스크린 85in E1010,Black,"85,044","166,800",8,0.00%,"1,334,400","680,352","654,048"
1780,2019-05-07,매장,글로리아 백화정,카메라 & 캠코더,캠코더,"Trendsetter 1"" 25mm X400",Blue,"397,584","1,200,000",3,0.00%,"3,600,000","1,192,752","2,407,248"
1781,2019-05-07,매장,동도교역,컴퓨터,프로젝트 & 스크린,프로젝트 720p DLP56,Black,"385,728","838,800",4,0.00%,"3,355,200","1,542,912","1,812,288"
1782,2019-05-07,매장,세종물산,카메라 & 캠코더,카메라 & 캠코더 액세서리,변환 렌즈 M550,Black,"113,124","246,000",3,0.00%,"738,000","339,372","398,628"
